tconst,director_name,writer_name
tt0439389,"Ewa Pytka,Marzena Szoltysik,Katarzyna Buda,Katarzyna Klimkiewicz,Jerzy Owczaczyk,Okil Khamidov,Gala Kowal,Marcin Bortkiewicz,Wojciech Todorow,Jakub Miszczak,Dominik Matwiejczyk,Mateusz Kowalski,Sebastian Buttny,Pawel Chmielewski,Krzysztof Lebski","Anna Stanko,Pawel Nowicki,Grazyna Wilczynska,Maura Ladosz,Ilona Morusek,Marzena Szoltysik,Marcin Wysocki,Miroslaw Tomaszewski,Dominik Gasiorowski,Agnieszka Kruk,Katarzyna Grenke-Piesiewicz,Andrzej Staszczyk,Katarzyna Stelmaszczyk,Joanna Budzowska,Aleksandra Woloszczuk,Maciej Prykowski,Andrzej Sliwak,Marcin Grabowski,Dominik Matwiejczyk,Przemyslaw Hoffmann,Agnieszka Glebicka,Wiktoria Molenda,Martyna Kulczycka"
tt0439401,"Claire Winyard,Julian Smith,Tim Verrinder,Ralph Spark,Tony Grech-Smith,Kate Douglas-Walker,Mick Thomas,Toby Baker,Jeanette Goulbourn,Stuart McDonald,Helen Scott,Claire Popplewell,Victoria Simpson","James Bachman,Mark Evans"
tt0439670,Mars Horodyski,Kurtis Scott
tt0443272,Steven Spielberg,"Tony Kushner,Doris Kearns Goodwin"
tt0445900,"Buboo Kakati,Dean Irwin,Charles Nuckolls,Harry Hunkele,Philip Ng,Kelly Choi","Harry Hunkele,Buboo Kakati,Kelly Choi,Philip Ng,Dean Irwin,Arick B. Wierson,Adele Merlino"
tt0447590,"Lex Lang,Susumu Kudo","Lex Lang,Yuki Enatsu,Kazuyuki Fudeyasu,Mizuna Kuwabara,Ryôsuke Nakamura,Hiroko Tokita"
tt0449089,Barry Sonnenfeld,Geoff Rodkey
tt0453317,Honggen Tang,"Qihua Du,Jiongjia Li"
tt0454839,"Adam Mason,Simon Boyes","Simon Boyes,Adam Mason"
tt0457275,Eduardo Sánchez,"Jamie Nash,Eduardo Sánchez"
tt0457572,Andrew Currie,"Robert Chomiak,Andrew Currie,Dennis Heaton"
tt0458290,"Brian O'Connell,Nathaniel Villanueva,Kyle Dunlevy,Justin Ridge,Walter Murch,Dave Bullock,Dave Filoni,Robert Dalva,Rob Coleman,Steward Lee,Atsushi Takeuchi,Danny Keller,Giancarlo Volpe,Jesse Yeh,Duwayne Dunham,Bosco Ng,Saul Ruiz","Jose Molina,Brent V. Friedman,Eoghan Mahony,George Lucas,Henry Gilroy,Drew Z. Greenberg,Scott Murphy,Christian Taylor,Katie Lucas,Dave Filoni,Steven Melching,Matt Michnovetz,Chris Collins,Charles Murray,Paul Dini,George Krstic,Daniel Arkin,Steven Long Mitchell,Craig W. Van Sickle,Cameron Litvack,Bonnie Mark,Melinda Hsu Taylor,Brian Larsen,Craig Titley,Julie Siege,Jonathan Rinzler,Tim Burns,Kevin Campbell,Kevin Rubio,Bill Canterbury,Jen Klein,Andrew Kreisberg,Wendy Mericle,Ben Edlund"
tt0462125,"Mark Davis,Daniel McCabe,Thomas Lucas,Lisa Quijano Wolfinger,Caius Julyan,Martin Williams,Jenny Kubo,Paul Nelson,Martin Gorst,Neil Ferguson,Christina Bavetta,Gabriella Polletta,Stéphane Bégoin,Hayma Washington,Henri de Gerlache,Helen Britton,Chris Hale,Vincent Tardieu,Cynthia Page,Lorne Townend,Harriet Smith,Bo Landin,Billie Pink,Ben Fox,Jonathan Barker,Yavar Abbas,Johann Sigfússon,Simon Mansfield,Duncan Bulling,Cecile Bouchardeau,Dana Ross,Steve Baker,Matthew Huntley,Malcolm Clark,Jonathan Santos,Chris Holt,Stuart Everett,Paul Reddish,Emma Hawley,Tom Stubberfield,Kazuli Ueda,Rick Beyer,Robert Ferrier,Kevin Bachar,Simon Martin,Ryan Miller,Emily Bernhard,Kate Dart,Anna Thomson,Stavros C. Stavrides,Susannah Ward,Anna Keel,Richard Smith,Jed Rauscher,Gareth Williams,Mark Marabella,Sarah Cain,Melisa Akdogan,Scott Martin,Paul Scott,Maire Tracey,Manfred Christ,Sara Kenney,Nick Clarke Powell,Shaun Trevisick,Alex Williamson,James Buchanan,Dana Berry,Alex Hearle,Stephen Carroll,Jo Locke,Ted Poole,Daniel H. Birman,Tony Lee,Mark Bender,Pedro Lima,Jobim Sampson,Gary Lang,Simon Ludgate,Richard Burke-Ward","Ken Chowder,Daniel McCabe,Bill Lattanzi,Rocky Collins,Mark Davis,Clare Nolan,Jonathan Wickham,Phil Kruener,Yavar Abbas,Michael Allcock,Joey Allen,Larry Bambrick,Mark Bender,Emily Bernhard,Dana Berry,Rick Beyer,Daniel H. Birman,Manfred Christ,Malcolm Clark,Rushmore DeNooyer,Stuart Everett,Klaus Feichtenberger,Ben Fox,Ben Fox,Martin Gorst,Alex Hearle,William Hicklin,Gonzalo Infante,Chris Kugelman,Bo Landin,Gary Lang,Dan Levitt,Simon Ludgate,Simon Mansfield,Mark Marabella,Scott McEwing,Ryan Miller,Stephen Milton,Rabinder Minhas,Mark Mori,Bob Niemack,Cynthia Page,Billie Pink,Ted Poole,Nick Clarke Powell,Jed Rauscher,Paul Reddish,Richard Reisz,Dana Ross,Jonathan Santos,John F. Schwally,Paul Scott,Stavros C. Stavrides,Rhys Thomas,Lorne Townend,Shaun Trevisick,Kazuki Ueda,Susannah Ward,Gareth Williams,Martin Williams,Kirk Wolfinger,Lisa Quijano Wolfinger,Henri de Gerlache"
tt0465676,Xiaogang Feng,"William Shakespeare,Gangjian Qiu,Heyu Sheng"
tt0467723,Bernard Uzan,"Francis Nief,Fabien Suarez,Bernard Uzan"
tt0472989,"Brian Campbell,Steve Paley,Joe DeMaio,Liz Patrick,Nick Cannon,Mack Hodges,Charles Clemmons","Chico Bean,Julia Young,Rip Micheals,Nick Cannon,Joshua Funk,Rj Barnes,Javen Cannon,Tyler Does,Prince Eazy,Clayton English,Clayton Thomas,Cipha Sounds,Cameron Smith,Ethan T. Berlin,Ronnie Jordan,Pretty Ricki,Hugh Moore,Kevin Parker,Anthony 'Doboy' Belcher,Brian Moses,Jared Snow,Darren 'Big Baby' Brand,KyLee Evans,Ayanna Dookie,Jamie Moyer,Akaash Singh,James Davis,Alex Kavutskiy,Johnny Mack,Jeremy Christian,Nate Jackson,Kevin Barnett,Damien Lemon,Jonathan Bourne,Bob Kusbit,Chris Spencer,Sydney Castillo,Munirah Jones,Marvelous Miles,Kenny Buford,Doug Shaffer"
tt0473697,Andrés Baiz,"Andrés Baiz,Mario Mendoza"
tt0475207,"Geneviève Poulette,Frédéric D'Amours,Chantal Limoge,Michel Beaudin,Bernard Nadeau,Sebastien Godron","Michelle Allen,Marie-Helene Dube,Dominique Lachance,Sonia Marcoux,Isabelle Poissant,Léonard Poissant,Manon Vallee"
tt0475365,Narhee Ahn,Narhee Ahn
tt0476230,Cathrine McVeigh,Claire Tonkin
tt0477587,Nathan Gopen,"Garrett Gopen,Nathan Gopen"
tt0477604,Isabel Galvan,Jennifer Mattern
tt0478440,"Arnar Thor Thorisson,Lone Bodholt","Lone Bodholt,Svanhild Sveindotter Grov,Johanna Grönqvist,Neta Norrmo,Silja Sahlgren,Arnar Thor Thorisson,Sara Wennerblom"
tt0478970,Peyton Reed,"Stan Lee,Larry Lieber,Jack Kirby,Edgar Wright,Joe Cornish,Adam McKay,Paul Rudd"
tt0481327,Daniel Grou,"Michelle Allen,Isabelle Poissant"
tt0483556,Max Benator,Max Benator
tt0483754,Mladen Dizdar,"Aleksandar Holiga,Zoran Lazic"
tt0487823,Fernando Ávila,"Isabel Costa,Claudio Figueira"
tt0490438,Petra Brix,Petra Brix
tt0491522,"Anthony Atkins,Gary Harvey,Kelly Senecal,John Fawcett,Rachel Talalay,Grant Harvey,James Dunnison","James Phillips,Tony Blake,Paul Jackson,Alison Lea Bingeman,Patrick Banister,John Barbisan,Mindy Heslin,Susan James,Kelly Senecal,Abigail Kinch,Matt MacLennan,Lisa Steele,Russ Cochrane"
tt0492956,Andy Fickman,"Nichole Millard,Kathryn Price,Audrey Wells"
tt0495669,João Cayatte,"Francisco Moita Flores,Aquilino Ribeiro"
tt0757996,Robert Benfer,Robert Benfer
tt0758784,Andrew Wagner,"Brian Morton,Fred Parnes,Andrew Wagner"
tt0772124,Ian Madden,Karin Alvtegen-Lundberg
tt0790602,Alain Desrochers,"Benoît Guichard,Alain Desrochers"
tt0790663,Justin Chadwick,Ann Peacock
tt0790712,Oren Moverman,"Alessandro Camon,Oren Moverman"
tt0795439,Harris Goldberg,Harris Goldberg
tt0796366,J.J. Abrams,"Gene Roddenberry,Roberto Orci,Alex Kurtzman"
tt0801017,Carlos Bidó,José Ramón Díaz
tt0801515,Charles Howard Thomas,Charles Howard Thomas
tt0803023,Miikko Oikkonen,"Samu Heikkilä,Miikko Oikkonen"
tt0805493,Joe Lewis,"Joe Lewis,Joseph Daniel Lewis,Michael Pomranz"
tt0806910,"Axel Corti,Frank Strecker,Klaus Biedermann,Hermine Huntgeburth,Dominik Reding,Arend Agthe,Herwig Fischer,Filippos Tsitos,Hanns Christian Müller,Wolfgang Petersen,Peter Patzak,Christian Schwochow,Mira Thiel,Iwan P. Schumacher,Hans-Reinhard Müller,Umut Dag,Ciro Cappellari,Karl-Heinz Bieber,Christian von Castelberg,Hartmut Griesmayr,Tom Toelle,Volker Vogeler,Michael Knof,Friedemann Fromm,Robert Dornhelm,Rupert Henning,Michael Gutmann,Peter Carpentier,Heinz Schirk,Jürgen Bretzinger,Friederike Jehn,Rainer Kaufmann,Florian Froschmayer,Samira Radsi,Max Zähle,Walter Davy,Ed Herzog,Hansgünther Heyme,Udo Witte,Dagmar Knöpfel,Erhard Riedlsperger,Herrmann Zschoche,Justus von Dohnányi,Dietrich Brüggemann,Hans-Jürgen Tögel,Michael Verhoeven,Harald Sicheritz,Olaf Kreinsen,Daniel Helfer,Mike Schaerer,Andreas Kopriva,Elmar Fischer,Helmut Krätzig,Diethard Küster,Florian Gärtner,Jürgen Roland,Thomas Freundner,Georg Tressler,Jörg-Michael Baldenius,Josef Rödl,Emily Atef,Franziska Buch,Alexander Dierbach,Claudia Prietzel,Petra Haffter,Markus Imboden,Zoltan Spirandelli,Felix Herzogenrath,Achim von Borries,Bastian Günther,Helmut Förnbacher,Marvin Kren,Hartmut Schoen,Christof Schertenleib,Hans-Dieter Schwarze,Bernd Schadewald,Pim de la Parra,Ulrich Stark,Thomas Jahn,Torsten C. Fischer,Stephan Lacant,Matthias Glasner,Vivian Naefe,Erwin Keusch,Berthold Mittermayr,Christoph Valentien,Christian Alvart,Stephan Wagner,Erich Neureuther,Marc Rensing,Wolfgang Becker,Petra Katharina Wagner,Sylvia Hoffmann,Wilma Kottusch,Wolf Gremm,Fritz Eckhardt,Dror Zahavi,Peter F. Bringmann,Özgür Yildirim,Vanessa Jopp,Hans Werner,Dieter Wedel,Klaus-Peter Weber,Mark Schlichter,Axel Ranisch,Francis Meletzky,Robert Sigl,Kilian Riedhof,Oliver Kienle,Peter Henning,Christoph Stark,Peter Fratzscher,Houchang Allahyari,Andreas Herzog,Theodor Kotulla,Martin Weinhart,Julia von Heinz,Niki Stein,Isabel Prahl,Martin Gies,Ben Verbong,Klaus Emmerich,Jürgen Brauer,Manfred Stelzer,Max Färberböck,Claudia Garde,Züli Aladag,Vadim Glowna,Jürgen Kaizik,Peter Schulze-Rohr,Franz Peter Wirth,Horst Flick,Sascha Bigler,Wolf Dietrich,Kurt Junek,René Heisig,Markus Fischer,Thomas Stiller,Hannu Salonen,Rolf Schübel,Mia Spengler,Eberhard Itzenplitz,Berno Kürten,Georg Marischka,Michael Lähn,Stephan Meyer,Katrin Gebbe,Wolfgang Glück,Werner Masten,Sabine Derflinger,Carlheinz Caspari,Konrad Sabrautzky,Florian Kern,Jens Wischnewski,Randa Chahoud,Nicole Weegmann,Lars Becker,Jens Becker,Peter Weck,Wolfgang Becker,Wolfgang Storch,Thomas Fantl,Claus-Michael Rohne,Raymond Ley,Tobias Ineichen,Ottokar Runze,Theo Mezger,Walter Bannert,Christoph Schnee,Aelrun Goette,Josh Broecker,Hannes Stöhr,Brigitte Bertele,Rainer Wolffhardt,Philip Koch,Jan Georg Schütte,Stanislav Barabas,Ute Wieland,Uwe Janson,Wolfgang Murnberger,Peter Adam,Oliver Hirschbiegel,Stephan Rick,André Erkau,Lars Montag,Miko Zeuschner,Hajo Gies,Sebastian Ko,Andreas Senn,Jochen Bauer,Wolfgang Luderer,Stefan Kornatz,Dagmar Seume,Markus Welter,Michael Schneider,Thomas Stuber,Nico Hofmann,Lutz Büscher,Dominik Graf,Michael Braun,Walter Weber,Pia Strietmann,Roland Suso Richter,Peter Beauvais,Wolfgang Staudte,Ilse Hofmann,Matthias Tiefenbacher,Buddy Giovinazzo,Peter Payer,Thomas Roth,Susanne Zanke,Hans-Werner Honert,Rainer Matsutani,Fritz Umgelter,Sabine Bernardi,Heiko Schier,Bernhard Giger,Catalina Molina,Karin Hercher,Eberhard Fechner,Hans-Christoph Blumenberg,Florian Baxmeyer,Helmut Metzger,Samuel Fuller,Manuel Siebenmann,Miguel Alexandre,Wilm ten Haaf,Bodo Fürneisen,Anne Zohra Berrached,Nils Willbrandt,Holger Barthel,Clemens Klopfenstein,Johannes Fabrick,Hans Noever,Urs Egger,Matti Geschonneck,Robert-Adrian Pejo,Nicolai Rohde,Patrick Winczewski,Dietrich Haugk,Florian Schwarz,Erich Hörtnagl,Sven Bohse,Andy Fetscher,Hüseyin Tabak,Bruno Jantoss,Piotr J. Lewandowski,Henk Handloegten,Claus Peter Witt,Thorsten Näter,Christiane Balthasar,Nina Grosse,Andreas Kleinert,Dieter Kehler,Alexander Adolph,Wolfgang Tumler,Connie Walter,Thomas Bohn,Uli Möller,Christian Görlitz,Detlef Rönfeldt,Marianne Lüdcke,Margarethe von Trotta,Peter Vogel,Rolf von Sydow,Nina Wolfrum,Johannes Grieser,Reinhard Schwabenitzky,Rainer Bär,Bernd Böhlich,Georg Lhotzky,Klaus Krämer,Till Endemann,Michael Mackenroth,Gregor Schnitzler,Pete Ariel,Didi Danquart,Bruno Kaspar,Robert Thalheim,Michael Kehlmann,Alexander Eslam,Martin Enlen,Barbara Eder,Jobst Oetzmann,Thomas Engel,Urs Odermatt,Sabine Boss,Jochen Nitsch,Lars Jessen,David Wnendt,Helmuth Ashley,Helena Hufnagel,Titus Selge,Dustin Loose,Theresa von Eltz,Peter Keglevic,Nikolaus Leytner,Kaspar Heidelbach,Klaus Gietinger,Kristian Kühn,Lars Henning,Christine Hartmann,Manuel Flurin Hendry,Dieter Schlotterbeck,Maris Pfeiffer,Christian Theede,Katalin Gödrös,Christian Zübert,Jochen Alexander Freydank,Peter Ristau,Richard Huber,Dani Levy,Ralph Bohn,Eoin Moore,Martin Eigler,Imo Moszkowicz,Kurt Ockermueller,Rüdiger Graf,Bruno Voges,Michael Riebl,Maria Knilli,Fabian Eder,Jan Bonny,Stefan Schaller,Nina C. Wolfrum,Lars Kraume,Peter Sämann,Tim Trageser,Christopher Schier,Dieter Berner,Tom Gerber,Hagen Müller-Stahl,Jörg Grünler,Günter Gräwert,Andreas Prochaska,Wolfgang Panzer,Thomas Jauch,Sebastian Marka,Judith Kennel,Martin Buchhorn,Edward Berger,Angelina Maccarone","Werner Jörg Lüddecke,Uwe Erichsen,Philip LaZebnik,Horst Johann Sczerba,Volker Einrauch,Fritz Eckhardt,Dominik Reding,Jens Maria Merz,David Ungureit,Stefan Kolditz,Gerhard J. Rekel,Jens-Peter Behrend,Peter Adam,Alexander Adolph,Urs Aebersold,Feo Aladag,Züli Aladag,Lukas Alexander,Miguel Alexandre,Houchang Allahyari,Tom-Dariusch Allahyari,Georg Alten,Martin Ambrosch,Doris Andreas,Sönke Andresen,Bernd Anger,Judith Angerbauer,Gerd Angermann,Friedrich Ani,Sascha Arango,Volker Maria Arend,Emily Atef,Walter Bannert,Holger Barthel,Kurt Bartsch,Rolf Basedow,Patrick Bassenge,Annette Bassfeld-Schepers,Thomas Baum,Daniela Baumgärtl,Florian Baxmeyer,Thommie Bayer,Lars Becker,Ingeborg Bellmann,Claus Bender,Peter Bender,Felix Benesch,Rainer Berg,Hilde Berger,Rudolf Bergmann,Dieter Berner,Johannes W. Betz,Ilse Biberti,Charlie Bick,Daniel Bickermann,Horst Bieber,Sascha Bigler,Richard Binder,Jochen Bitzer,Ulrike Bliefert,Hartmut Block,Hans-Christoph Blumenberg,Marc Blöbaum,Knut Boeser,Johannes Boesiger,Ralph Bohn,Thomas Bohn,Sven Bohse,Rainer Boldt,Hans-Henning Borgelt,Horst Bosetzky,Benjamin Braeunlich,Martina Brand,Ulrich Brandt,Jan Braren,Peter Braun,Fred Breinersdorfer,Léonie-Claire Breinersdorfer,Wolfgang Brenner,Josh Broecker,Natja Brunckhorst,Patrick Brunken,Stefan Brunner,Uli Brée,Anna Brüggemann,Dietrich Brüggemann,Stephan Brüggenthies,Franziska Buch,Robert Buchschwenter,Urs Buehler,Alex Buresch,Hans Burger,Markus Busch,Rainer Butt,Klaus Bädekerl,Rainer Bär,Lars Böhme,Katrin Bühlig,Sabine Bühring,Stefan Cantz,Daniel Christoff,Murmel Clausen,Michael Comtesse,Peter Conolly-Smith,Martin Conrath,Jane Corbett,Axel Corti,Jan Cronauer,Claude Cueni,Christoph Darnstädt,Dieter De Lazzer,Boris Dennulat,Matthias Dinter,Peter Dommaschk,Thea Dorn,Hans Drawe,Brigitte Drodtloff,Hans Dräxler,Stefan Dähnert,Jürgen Dünnwald,Daniel Martin Eckhart,Fabian Eder,Urs Egger,Waltraud Ehrhardt,Norbert Ehry,Jan Eichberg,Martin Eigler,Max Eipp,Khyana El Bitar,Jacki Engelken,André Erkau,Orkun Ertener,Frédéric Fajardie,Claudia Falk,Stephan Falk,Eberhard Fechner,Wolfgang Fechtner,Georg Feil,Michael Fengler,Markus Fenner,Erna Fentsch,Andy Fetscher,Alrun Fichtenbauer,Claus Cornelius Fischer,Ernst Fischer,Markus Fischer,Hans Frank,Leo Frank,Niklas Frank,Dörte Franke,Peter Fratzscher,Horst Freund,Thomas Freundner,Bernhard Frey,Mats Frey,Christoph Fromm,Friedemann Fromm,Pea Fröhlich,Samuel Fuller,Maria Furtwängler,Max Färberböck,Andreas Föhr,Helmut Förnbacher,Dagmar Gabler,Michael Gantenberg,Claudia Garde,Ute Geber,Franz Geiger,André Georgi,Moritz Gerber,Matti Geschonneck,Hajo Gies,Martin Gies,Klaus Gietinger,Mario Giordano,Michael Glasauer,Matthias Glasner,Vadim Glowna,Aelrun Goette,Felice Goetze,Dinah Marte Golch,Peter Goslicki,Sonja Goslicki,Wolfgang Graetz,Dominik Graf,Ingmar Gregorzewski,Jochen Greve,Hartmut Griesmayr,Raul Grohte,Birgit Grosz,Max Gruber,Bartosz Grudziecki,Hartmut Grund,Günter Gräwert,Jörg Grünler,Frank Grützbach,Roland Gugganig,Patrick Gurris,Michael Gutmann,Harald Göckeritz,Frank Göhre,Axel Götz,Bastian Günther,Kai Hafemeister,Stefan Hafner,Rochus Hahn,Bruno Hampel,Henk Handloegten,Michael Haneke,Danuta Harrich-Zandberg,Christine Hartmann,Kai-Uwe Hasenheit,Michael Hatry,Meike Hauck,Ingrid Haunold,Peter Hebel,Roland Heep,Christian Heider,Leo W. Heim,Andrea Heller,Frank Hemjeoltmanns,Peter Hemmer,Johannes Hendrich,Manuel Flurin Hendry,Lars Henning,Peter Henning,Rupert Henning,Michael Herzig,Wolfgang Hesse,Benjamin Hessler,Richard Hey,Jan Hinter,Dieter Hirschberg,Lothar Hirschmann,Sylvia Hoffmann,Nico Hofmann,Nina Hoger,Stefan Holtz,Hans-Werner Honert,Lars Hubrich,Felix Huby,Wilfried Huismann,Rüdiger Humpert,Frauke Hunfeld,Ralf Husmann,Henner Höhs,Hendrik Hölzemann,Robert Hültner,Christiane Hütter,Michael Illner,Florian Iwersen,Manfred Jacobs,Wolf Jakoby,Holger Jancke,Christian Jeltsch,Joachim Jessen,Rudolf John,Holger Joos,Kurt Junek,Jürgen Kaizik,Mika Kallwass,Bruno Kaspar,Hans-Peter Kaufmann,Michael Kehlmann,Matthias Keilich,Hans Kelch,David Keller,Hans Werner Kettenbach,Bodo Kirchhoff,Thomas Kirchner,Scarlett Kleint,Werner Kließ,Clemens Klopfenstein,Thomas Knauf,Andreas Knaup,Karlheinz Knuth,Philip Koch,Henry Kolarz,Frank Koopmann,Stefan Kornatz,Olaf Kraemer,Rüdiger Kramer,Volker Krappen,Lars Kraume,Tim Krause,Melody Kreiss,Stefanie Kremser,Marvin Kren,Ulrich Kressin,Paul Kroker,Richard Kropf,Manfred Krug,Klaus Krämer,Helmut Krätzig,Verena Kurth,Werner Kurz,Raimund Kusserow,Karl-Heinz Käfer,Dirk Kämper,Manfred R. Köhler,Kristian Kühn,Berno Kürten,Hans-Christian Laaber,Jacques Labib,Frank Laemmel,Günter Lamprecht,Bernd Lange,Lorenz Langenegger,Beate Langmaack,Peter Lennartz,Maxim Leo,Detlef Lerch,Thomas Letocha,Ralf Leuther,Dani Levy,Raymond Ley,Herbert Lichtenfeld,Bernd Liepold-Mosser,Christian Limmer,Georg Lippert,Erich Loest,Elke Loewe,Karin Lomot,Boy Lornsen,Wolfgang Luderer,Marianne Lüdcke,Petra Lüschow,Norbert Maass,Angelina Maccarone,Christian Mackrodt,Raimund Maessen,Verena Mahlow,Birgit Maiwald,Henning Mankell,Alex Martin,Hansjörg Martin,Joachim Masannek,Werner Masten,Rainer Matsutani,Martin Maurer,Josy Meier,Wolfgang Menge,Carl Merz,Clemens Meyer,Stephan Meyer,Simon Michaël,Detlef Michel,Ulf Miehe,Eva Maria Mieke,Harald Mini,Felix Mitterer,Daniela Mohr,Mohammad Ali Mohsenipour,Ulrike Molsen,Michael Molsner,Mark Monheim,Lars Montag,Eoin Moore,Andreas Morell,Dirk Morgenstern,Peter Moser,Fedor Mosnak,Martina Mouchot,Clemens Murath,Wolfgang Murnberger,Stefan Murr,Peter Märthesheimer,Wolfgang Mühlbauer,Detlef Müller,Hans Gerd Müller,Michael B. Müller,Volkmar Nebe,Joachim Nelson,Marcus P. Nester,Sönke Lars Neuwöhner,Johannes Niem,Daniel Nocke,Hans Noever,Arne Nolting,Joachim Nottke,Thorsten Näter,Peter Obrist,Florian Oeller,Jobst Oetzmann,Chris Ohnemus,Nils-Morten Osburg,Leonie Ossowski,Carolin Otto,Christine Otto,Richard Otto,Matthias Pacht,Alain Page,Plym Pahl,Wolfgang Panzer,Astrid Paprotta,Gaby Pauler,Charlotte I. Pehlivani,Robert-Adrian Pejo,Axel Petermann,Wolfgang Petersen,Andreas Pflüger,Barbara Piazza,Henriette Piper,Agnes Pluch,Hasso Plötze,Jiri Polák,Jürgen Pomorin,Sven Poser,Frank Posiadly,Claudia Prietzel,Martin Pristl,Peter Probst,Michael Proehl,Peter Purtschert,Willy Purucker,Sabine Radebold,Sathyan Ramesh,Gino Rapisarda,Klaus Recht,Theo Regnier,Marion Reichert,Gerd Reinhard,Richard Reitinger,Helmut Richter,Klaus Richter,Pim Richter,Kilian Riedhof,Herbert Riehl-Heyse,Ljubisa Ristic,Kurt Rittig,Irene Rodrian,Stefan Rogall,Claus-Michael Rohne,Jürgen Roland,Herbert Rosendorfer,Thomas Roth,Johannes Rotter,Josef Rödl,Heike Rübbert,Sabine Rückert,Konrad Sabrautzky,Bernd Sad,Uwe Saeger,Dirk Salomon,Hannu Salonen,Isolde Sammer,Peter Sandmeyer,Bernd Schadewald,Stefan Schaller,Jan Martin Scharf,Asta Scheib,Peter Scheibler,Jochim Scherf,Jürgen Scheschkewitz,Heiko Schier,Heinz Schirk,Niklaus Schlienger,Andreas Schlüter,Holger Karsten Schmidt,Erhard Schmied,Hartmann Schmige,Simone Schneider,Susanne Schneider,Sarah Schnier,Hartmut Schoen,Achim Scholz,Georg Schott,Hans Dieter Schreeb,Hannah Schröder,Dieter Schubert,Elke Schuch,Catharina Schuchmann,Peter Schulze-Rohr,Bernd Schwamm,Thomas Schwank,Florian Schwarz,Hans-Dieter Schwarze,Robert Schwentke,Dorothee Schön,Clemens M. Schönborn,Theodor Schübel,Nicole Schürmann,Jan Georg Schütte,Günter Schütter,Matthias Seelig,Xao Seffcheque,Roswitha Seidel,Titus Selge,Jochen Senf,Michael Seyfried,Harald Sicheritz,Peter Sichrowsky,Manuel Siebenmann,Chris Silber,Rolf Silber,Zoran Solomun,Gunther Solowjew,Rafael Solá Ferrer,Claudia Sontheim,Zoltan Spirandelli,Luigi Squarzina,Jürgen Starbatty,Wolfgang Stauch,Niki Stein,Peter F. Steinbach,Bert Steingoetter,Manfred Stelzer,Ulli Stephan,Oke Stielow,Thomas Stiller,Wolfgang Storch,Oliver Storz,Peter Stripp,Markus Stromiedel,Thomas Stuber,Hardi Sturm,Lukas Sturm,Eveline Stähelin,Britta Stöckle,Hannes Stöhr,Martin Suter,Norbert Sütsch,Jörg Tensing,Fabian Thaesler,Eckhard Theophil,Katrin Thiemer,Hans-Georg Thiemt,Sabine Thiesler,Peter Trabner,Ulf Tschauder,Matthias Tuchmann,Magnus Vattrodt,Stefanie Veith,Ben Verbong,Pascal Verdosci,Michael Vershinin,Harald Vock,Horst Vocks,Peter Vogel,Willi Voss,Stephan Wagner,Werner Waldhoff,Dieter Waldmann,Najem Wali,Martin Walser,Anika Wangard,Lienhard Wawrzyn,Raimund Weber,Jochen Wedegärtner,Dieter Wedel,Gisela Weilemann,Thomas Weingartner,Peter Weissflog,Petra Welzel,Franz-Xaver Wendleder,Thomas Wendrich,Hans Werner,Jürgen Werner,Friedhelm Werremeier,Thomas Wesskamp,Thorsten Wettcke,Marco Wiersch,Bettina Wilhelm,Uwe Wilhelm,Nils Willbrandt,Karl Heinz Willschrei,Thomas Wittenburg,Michael Wogh,Daniel Wolf,Gerlinde Wolf,Klaus-Peter Wolf,Gabriella Wollenhaupt,Christoph Wortberg,Karsten Woydelek,Günther Wulff,Stefan Wuschansky,Wolfgang Wysocki,Erol Yesilkaya,Christos Yiannopoulos,Eva Zahn,Volker A. Zahn,Fred Zander,Peter Zeindler,Werner Zeindler,Peter Zender,Mischa Zickler,Hans-Heinrich Ziemann,Heinz-Dieter Ziesing,Max Zihlmann,Peter Zingler,Pim de la Parra,Chiem van Houweninge,Jan van der Bank,Achim von Borries,Edgar von Cossart,Justus von Dohnányi,Veith von Fürstenberg,Jörg von Schlebrügge,Rolf von Sydow,Florian Öller"
tt0808315,Andreas Prochaska,"Thomas Baum,Andreas Prochaska"
tt0808357,Ang Lee,"Eileen Chang,James Schamus,Hui-Ling Wang"
tt0811128,Chris Eigeman,Chris Eigeman
tt0815230,Kenny Young,"Carl Seaton,Kenny Young"
tt0815235,John Banovich,"Erik Vilio,Steve Vilio"
tt0819701,John Charter,John Charter
tt0825695,Phil Price,"Phil Price,Myles Hainsworth,Brandon Milbradt,Ian Johnston"
tt0833595,Jean-François Pouliot,Ken Scott
tt0835489,Cassie Dart,Cassie Dart
tt0837143,"Philippe Guyenne,Stephane Juffé","John Shirley,Stan Lee,Don Heck,Larry Lieber,Jack Kirby,Henry Gilroy,Craig Kyle,Christopher L. Yost,Brandon Auman,Romain van Liemt,Alexandre de La Patellière,Thomas Barichella,Julien Magnat,Alexx Van Dyne,Kevin Burke,Chris Wyatt,Eugene Son,Philippe Guyenne,Mark Henry,Guillaume Enard,Andrew Robinson,Gavin Hignight,Thomas Krajewski,Bob Layton,David Michelinie,Clélia Constantine,Paul Giacoppo,Len Uhley,Sean McKeever,Ken Pontac,Cyril Tysz"
tt0845088,Orhan Oguz,"Ahmet Yurdakul,Ozan Emre Yurdakul,Sinan Yurdakul,Omer Genc,Azime Aktas,Serap Gazel,Barkin Senüren,Tolga Aydogan"
